,User,Movie,Actual Rating,Predicted Rating
5979,15,108,4,1
5980,346,332,5,4
5981,505,221,4,1
5982,292,13,3,2
5983,536,1110,3,4
5984,108,1034,2,4
5985,503,49,3,5
5986,63,587,4,2
5987,101,210,3,5
5988,268,631,4,3
5989,279,199,5,1
5990,388,1443,3,5
5991,453,202,2,2
5992,202,221,4,1
5993,266,181,5,3
5994,319,1521,3,2
5995,449,1038,5,1
5996,233,1444,4,4
5997,434,472,3,2
5998,540,398,3,4
5999,55,87,1,4
6000,221,467,2,1
6001,200,190,4,2
6002,327,185,4,4
6003,342,930,3,4
6004,325,95,3,1
6005,471,632,4,2
6006,448,169,4,4
6007,505,607,4,3
6008,320,185,4,2
6009,534,173,4,3
6010,128,881,2,5
6011,527,750,4,5
6012,439,318,2,5
6013,226,459,2,1
6014,404,1238,1,4
6015,23,7,5,2
6016,69,94,4,1
6017,415,387,2,1
6018,364,1136,5,3
6019,546,315,5,5
6020,384,272,2,5
6021,549,258,2,1
6022,386,245,3,2
6023,373,742,1,4
6024,119,116,3,2
6025,499,1615,4,5
6026,345,76,4,3
6027,183,65,4,1
6028,196,229,4,1
6029,95,97,5,3
6030,304,734,4,2
6031,89,567,5,1
6032,505,208,4,5
6033,502,606,5,5
6034,386,264,4,2
6035,523,283,3,2
6036,425,835,3,5
6037,444,404,4,2
6038,353,708,5,1
6039,185,302,3,4
6040,494,678,3,2
6041,86,1176,1,1
6042,473,194,5,1
6043,129,180,5,5
6044,477,391,2,2
6045,532,545,3,4
6046,415,356,5,1
6047,261,99,3,2
6048,451,493,5,1
6049,531,204,5,1
6050,495,419,3,4
6051,233,101,2,1
6052,185,539,4,4
6053,275,87,3,2
6054,248,567,4,1
6055,517,457,3,3
6056,143,728,4,4
6057,93,203,4,1
6058,78,318,4,1
6059,20,988,3,1
6060,488,877,2,5
6061,187,552,4,2
6062,262,249,2,5
6063,250,117,3,5
6064,12,169,5,4
6065,471,657,5,4
6066,415,794,2,4
6067,559,6,3,5
6068,180,748,1,2
6069,56,747,4,4
6070,539,99,5,2
6071,69,131,4,2
6072,41,470,4,2
6073,415,461,5,1
6074,177,10,5,1
6075,547,247,4,3
6076,59,159,4,2
6077,499,119,3,2
6078,37,312,5,4
6079,393,745,2,4
6080,302,618,3,5
6081,510,354,2,3
6082,535,229,5,2
6083,302,167,5,3
6084,446,1131,3,3
6085,518,326,4,4
6086,499,275,5,4
6087,430,244,4,4
6088,321,655,5,3
6089,507,108,3,2
6090,10,237,3,1
6091,14,256,4,5
6092,326,71,2,3
6093,551,150,3,1
6094,488,990,3,1
6095,326,339,4,4
6096,57,208,5,5
6097,428,167,5,4
6098,23,726,3,3
6099,462,596,2,2
6100,307,698,4,4
6101,81,825,3,3
6102,115,1253,2,3
6103,56,1095,3,2
6104,342,256,3,5
6105,499,2,4,4
6106,560,163,2,1
6107,89,355,4,1
6108,396,155,5,4
6109,130,241,5,2
6110,496,249,3,2
6111,455,281,3,1
6112,540,659,5,5
6113,495,10,4,4
6114,520,658,4,2
6115,404,555,1,5
6116,373,1276,3,1
6117,479,516,4,1
6118,248,316,5,2
6119,369,660,5,4
6120,263,13,4,5
6121,52,627,5,3
6122,331,69,2,2
6123,24,185,4,5
6124,326,959,5,4
6125,76,208,4,2
6126,322,291,4,3
6127,91,1027,2,5
6128,302,585,2,2
6129,248,116,4,2
6130,536,2,2,2
6131,261,293,2,4
6132,379,37,2,5
6133,505,661,5,3
6134,553,228,3,4
6135,513,306,4,5
6136,266,1184,2,2
6137,378,426,5,3
6138,294,402,4,4
6139,21,210,3,3
6140,503,116,4,2
6141,278,59,4,2
6142,220,221,3,1
6143,206,280,3,5
6144,453,691,5,2
6145,304,479,5,1
6146,473,1049,4,4
6147,248,470,4,3
6148,113,678,2,2
6149,353,88,4,4
6150,507,114,3,5
6151,505,1109,1,2
6152,471,1052,4,4
6153,473,632,4,5
6154,478,181,4,2
6155,9,10,4,4
6156,485,108,3,3
6157,12,403,5,1
6158,529,1299,2,4
6159,342,738,3,4
6160,504,55,1,2
6161,416,473,4,5
6162,550,575,2,2
6163,551,251,2,2
6164,376,507,4,2
6165,446,203,4,3
6166,497,918,4,1
6167,536,458,3,4
6168,478,420,4,5
6169,531,283,5,3
6170,550,222,4,5
6171,486,194,4,1
6172,115,518,5,2
6173,519,288,4,5
6174,6,645,5,5
6175,84,609,3,1
6176,480,513,4,1
6177,498,175,4,1
6178,520,422,3,5
6179,399,322,4,3
6180,505,52,4,5
6181,428,701,5,3
6182,74,684,4,4
6183,200,179,3,4
6184,487,209,4,3
6185,125,689,3,5
6186,319,23,3,3
6187,373,520,4,5
6188,23,40,5,4
6189,163,410,2,3
6190,341,356,3,4
6191,114,272,4,2
6192,307,604,4,4
6193,255,287,5,2
6194,194,808,3,2
6195,377,20,3,4
6196,338,1525,4,4
6197,183,528,4,5
6198,307,516,4,5
6199,483,68,5,4
6200,6,664,4,4
6201,406,402,4,5
6202,398,117,3,5
6203,377,1229,2,3
6204,446,247,5,5
6205,388,526,3,4
6206,379,750,3,3
6207,243,753,4,5
6208,17,460,4,2
6209,221,10,5,2
6210,450,307,1,1
6211,551,224,3,2
6212,502,381,4,1
6213,473,602,5,1
6214,252,484,5,3
6215,540,762,3,1
6216,345,374,1,3
6217,428,82,4,1
6218,478,174,4,1
6219,123,143,4,5
6220,439,936,5,4
6221,159,281,4,4
6222,473,215,4,1
6223,292,210,4,2
6224,279,696,5,4
6225,471,37,4,4
6226,555,169,4,4
6227,451,78,4,2
6228,279,283,3,3
6229,455,173,4,4
6230,550,131,5,2
6231,523,183,1,4
6232,109,764,3,2
6233,51,150,5,3
6234,56,819,3,5
6235,416,1246,3,2
6236,428,545,3,3
6237,15,641,5,2
6238,565,394,1,3
6239,187,650,4,4
6240,453,317,5,5
6241,58,167,5,1
6242,127,689,3,1
6243,562,400,4,3
6244,393,312,5,1
6245,98,299,4,2
6246,496,406,2,2
6247,449,384,4,1
6248,405,239,4,4
6249,484,537,3,1
6250,143,318,3,5
6251,310,467,4,2
6252,61,82,5,1
6253,268,55,5,5
6254,290,997,1,1
6255,0,92,5,4
6256,88,701,5,1
6257,415,1299,3,4
6258,55,172,4,4
6259,302,1088,1,2
6260,450,335,4,3
6261,501,337,4,3
6262,434,583,3,3
6263,396,344,4,3
6264,103,12,3,4
6265,418,616,4,1
6266,55,110,2,1
6267,449,274,4,3
6268,472,115,5,3
6269,447,320,4,5
6270,427,271,5,5
6271,122,522,3,3
6272,41,923,3,4
6273,254,681,5,2
6274,541,692,4,2
6275,307,23,4,4
6276,535,49,5,2
6277,312,94,3,1
6278,5,500,5,2
6279,551,300,4,5
6280,485,299,4,1
6281,416,173,3,1
6282,566,614,4,5
6283,353,115,5,1
6284,205,1023,1,2
6285,129,1094,3,2
6286,398,185,4,1
6287,473,707,4,2
6288,118,167,5,2
6289,341,196,4,4
6290,313,21,4,2
6291,428,47,3,5
6292,172,301,5,5
6293,532,46,1,3
6294,59,165,4,3
6295,560,583,3,5
6296,470,7,5,1
6297,396,339,2,3
6298,255,65,4,5
6299,494,506,4,2
6300,25,457,3,5
6301,285,389,1,3
6302,492,326,5,4
6303,173,763,4,2
6304,351,81,3,3
6305,191,107,4,2
6306,62,675,3,3
6307,356,150,5,1
6308,333,296,5,4
6309,416,247,4,5
6310,473,172,5,1
6311,405,233,4,2
6312,531,537,4,4
6313,469,294,3,4
6314,91,264,4,2
6315,414,479,5,3
6316,0,7,1,4
6317,572,126,4,1
6318,541,366,4,2
6319,252,678,3,1
6320,524,236,4,3
6321,89,953,4,3
6322,285,460,2,2
6323,109,1248,3,4
6324,505,549,4,2
6325,261,287,3,4
6326,473,460,5,4
6327,325,653,1,3
6328,289,124,3,3
6329,456,143,5,5
6330,298,57,3,1
6331,552,481,4,2
6332,526,49,4,1
6333,448,701,5,4
6334,503,62,3,1
6335,188,12,4,1
6336,182,355,3,5
6337,48,95,1,5
6338,165,285,1,1
6339,471,392,3,1
6340,392,172,5,5
6341,550,273,2,1
6342,453,57,4,5
6343,20,853,5,5
6344,416,854,2,5
6345,455,607,4,2
6346,408,381,4,1
6347,295,293,1,5
6348,116,209,4,3
6349,343,321,2,1
6350,420,86,4,2
6351,425,487,5,4
6352,0,233,4,3
6353,91,449,2,5
6354,339,661,2,4
6355,400,8,3,3
6356,285,210,4,3
6357,223,468,1,2
6358,377,1399,3,1
6359,341,698,4,5
6360,537,194,4,1
6361,285,178,5,5
6362,180,281,4,1
6363,506,244,5,2
6364,502,404,3,5
6365,115,251,2,2
6366,362,316,5,2
6367,173,552,5,4
6368,531,1495,2,5
6369,486,1034,4,1
6370,206,513,4,2
6371,537,955,3,3
6372,496,1051,2,3
6373,505,553,3,3
6374,560,468,4,4
6375,552,426,5,1
6376,526,180,4,4
6377,533,23,5,4
6378,228,299,2,2
6379,356,1276,5,5
6380,337,473,4,4
6381,336,249,3,5
6382,242,513,4,4
6383,507,442,4,5
6384,452,142,2,3
6385,196,244,4,3
6386,12,620,4,2
6387,435,178,3,4
6388,70,247,3,3
6389,275,394,2,4
6390,57,639,5,5
6391,82,24,2,3
6392,405,71,3,5
6393,420,332,4,4
6394,333,126,4,2
6395,225,181,1,1
6396,504,401,5,1
6397,423,332,5,1
6398,150,25,3,3
6399,290,54,4,3
6400,136,891,3,2
6401,516,872,3,4
6402,451,512,4,2
6403,85,682,5,4
6404,441,176,4,3
6405,157,543,2,2
6406,275,633,4,3
6407,82,110,3,1
6408,279,173,3,1
6409,547,146,5,1
6410,0,98,3,4
6411,571,299,4,2
6412,473,131,4,2
6413,535,270,3,5
6414,502,232,5,5
6415,482,537,2,4
6416,279,314,5,4
6417,542,14,3,4
6418,107,747,3,2
6419,550,315,5,1
6420,384,255,4,2
6421,310,620,4,5
6422,101,435,2,2
6423,456,142,5,1
6424,71,654,5,5
6425,404,650,5,4
6426,41,236,4,1
6427,453,117,4,3
6428,356,272,5,5
6429,58,650,5,1
6430,449,864,4,2
6431,434,210,4,5
6432,183,693,5,3
6433,550,565,5,2
6434,505,27,4,1
6435,268,522,5,4
6436,93,796,2,2
6437,93,390,3,5
6438,437,99,4,1
6439,13,209,5,1
6440,379,181,3,2
6441,313,1518,4,4
6442,84,954,4,1
6443,566,1130,4,2
6444,502,653,5,4
6445,552,603,5,1
6446,379,955,4,1
6447,567,605,5,3
6448,275,23,4,4
6449,567,834,4,1
6450,192,22,4,4
6451,576,995,3,1
6452,289,175,4,5
6453,501,357,4,2
6454,213,170,4,4
6455,307,274,4,2
6456,496,228,2,5
6457,89,989,3,5
6458,466,297,4,1
6459,200,465,4,2
6460,319,799,4,2
6461,415,1515,5,2
6462,312,631,4,4
6463,180,875,1,3
6464,523,540,1,1
6465,559,863,3,5
6466,392,242,4,1
6467,384,17,5,5
6468,43,736,1,3
6469,27,608,3,4
6470,137,11,5,5
6471,415,285,5,3
6472,368,889,3,3
6473,502,713,4,5
6474,544,21,3,1
6475,531,733,3,5
6476,457,31,4,4
6477,401,9,2,1
6478,415,0,5,3
6479,535,30,3,5
6480,390,57,4,3
6481,342,949,3,3
6482,373,977,2,2
6483,330,233,4,3
6484,125,339,5,3
6485,478,878,4,2
6486,439,920,5,2
6487,499,207,4,5
6488,262,698,4,5
6489,226,13,4,4
6490,449,310,4,2
6491,513,731,5,5
6492,40,187,4,5
6493,370,392,2,1
6494,454,222,4,1
6495,449,432,3,1
6496,537,97,5,4
6497,94,187,3,4
6498,465,384,4,1
6499,452,962,4,5
6500,87,318,3,3
6501,279,388,5,4
6502,408,1096,2,3
6503,193,12,4,2
6504,529,49,4,4
6505,475,208,4,2
6506,378,143,5,4
6507,266,173,5,1
6508,390,510,5,1
6509,177,55,4,3
6510,560,210,4,1
6511,398,940,3,2
6512,76,245,5,4
6513,176,216,3,2
6514,542,116,3,4
6515,301,679,2,1
6516,179,200,2,4
6517,479,164,5,5
6518,215,256,3,2
6519,140,925,4,1
6520,415,558,3,4
6521,193,548,3,1
6522,186,167,5,1
6523,437,254,4,1
6524,115,1213,3,5
6525,536,236,3,1
6526,459,675,4,5
6527,68,97,5,2
6528,209,3,4,2
6529,94,649,4,2
6530,454,41,2,3
6531,388,502,3,5
6532,578,844,4,1
6533,177,8,2,4
6534,377,180,4,5
6535,538,49,3,1
6536,385,23,4,5
6537,503,150,4,5
6538,193,466,5,4
6539,196,264,5,4
6540,485,249,1,2
6541,262,270,1,4
6542,415,431,2,1
6543,384,235,2,3
6544,312,332,4,2
6545,542,206,5,2
6546,21,635,3,5
6547,237,470,4,5
6548,298,487,4,3
6549,397,795,3,5
6550,58,483,4,4
6551,587,203,5,2
6552,94,541,2,4
6553,404,1470,1,1
6554,415,1216,4,5
6555,532,8,4,3
6556,451,142,3,3
6557,404,1062,5,4
6558,233,306,2,1
6559,560,467,1,1
6560,518,323,1,1
6561,472,136,4,1
6562,590,1016,3,2
6563,403,269,4,1
6564,169,258,3,5
6565,333,264,3,3
6566,534,237,4,5
6567,538,130,4,2
6568,10,356,5,2
6569,398,734,3,5
6570,404,519,2,4
6571,497,1141,4,2
6572,523,930,3,4
6573,227,136,1,3
6574,291,234,3,3
6575,428,626,2,1
6576,362,677,1,5
6577,396,877,1,2
6578,269,580,5,3
6579,536,456,1,2
6580,522,628,5,1
6581,270,284,4,3
6582,462,12,3,2
6583,74,12,5,3
6584,536,6,4,4
6585,56,404,4,2
6586,302,63,5,2
6587,449,1139,2,5
6588,12,11,5,3
6589,275,158,3,1
6590,402,287,4,2
6591,313,120,4,1
6592,502,175,5,2
6593,84,1102,3,1
6594,480,647,5,2
6595,285,395,4,5
6596,404,1558,1,3
6597,245,400,1,5
6598,560,529,4,1
6599,438,299,4,5
6600,448,557,4,5
6601,188,486,5,1
6602,51,110,4,5
6603,144,602,5,1
6604,499,1325,4,3
6605,416,395,2,5
6606,341,865,1,3
6607,434,317,5,4
6608,502,203,3,3
6609,266,52,4,3
6610,325,153,2,3
6611,448,752,5,3
6612,393,171,4,1
6613,205,1430,1,1
6614,80,282,4,5
6615,298,964,4,3
6616,344,771,4,4
6617,492,317,5,1
6618,32,259,4,5
6619,269,78,4,4
6620,12,850,5,1
6621,235,434,4,1
6622,589,284,5,4
6623,415,1047,3,3
6624,163,1015,3,3
6625,395,404,3,2
6626,514,314,4,5
6627,573,257,5,1
6628,268,159,2,1
6629,406,971,3,5
6630,536,186,4,2
6631,508,259,2,1
6632,48,1070,3,5
6633,23,236,4,3
6634,91,948,3,1
6635,404,778,1,4
6636,415,863,3,5
6637,545,435,5,3
6638,434,434,3,5
6639,550,354,4,2
6640,413,271,5,5
6641,59,72,4,5
6642,487,298,3,4
6643,12,232,4,3
6644,268,678,1,2
6645,433,147,3,2
6646,457,407,5,3
6647,439,242,1,3
6648,216,49,1,4
6649,97,24,5,4
6650,93,199,4,2
6651,353,1136,4,3
6652,585,558,5,5
6653,94,197,5,2
6654,84,1120,3,5
6655,362,249,1,2
6656,415,306,1,3
6657,269,558,5,4
6658,363,947,4,2
6659,390,10,3,5
6660,242,467,3,5
6661,327,160,4,4
6662,20,243,4,5
6663,173,277,5,5
6664,567,268,4,1
6665,520,270,3,3
6666,516,368,5,4
6667,213,134,3,4
6668,278,157,3,2
6669,93,505,5,4
6670,471,416,4,2
6671,575,180,4,2
6672,523,606,3,5
6673,166,520,5,5
6674,523,289,2,4
6675,242,317,4,1
6676,293,681,3,4
6677,471,122,4,3
6678,456,37,3,5
6679,459,6,3,5
6680,82,195,5,2
6681,524,411,2,4
6682,591,19,4,5
6683,233,476,1,2
6684,232,142,4,2
6685,592,391,3,1
6686,362,804,4,2
6687,335,185,4,5
6688,104,326,4,5
6689,436,496,5,5
6690,400,146,2,3
6691,549,299,4,1
6692,356,273,4,3
6693,12,660,5,1
6694,524,331,4,3
6695,422,688,4,3
6696,380,1531,2,1
6697,545,457,1,3
6698,552,495,3,5
6699,158,125,5,4
6700,242,460,3,2
6701,592,78,4,5
6702,307,161,4,2
6703,302,708,5,3
6704,245,287,5,5
6705,300,1015,4,4
6706,550,745,5,5
6707,502,429,5,4
6708,269,1008,5,1
6709,522,574,4,3
6710,434,450,4,5
6711,346,543,4,2
6712,513,335,1,1
6713,253,1032,3,3
6714,537,691,3,5
6715,9,510,4,1
6716,532,379,4,3
6717,542,809,3,2
6718,343,297,4,3
6719,416,745,5,4
6720,58,528,4,4
6721,84,78,3,5
6722,378,123,5,2
6723,532,495,5,4
6724,179,366,1,5
6725,82,273,4,3
6726,503,182,3,5
6727,533,239,5,4
6728,172,305,5,5
6729,4,171,5,1
6730,496,807,2,1
6731,310,753,3,1
6732,574,505,2,4
6733,503,584,2,2
6734,379,6,3,1
6735,313,561,4,2
6736,428,149,5,1
6737,589,220,4,3
6738,180,223,1,2
6739,17,235,3,3
6740,223,422,4,2
6741,222,863,3,3
6742,523,212,4,5
6743,449,1171,5,4
6744,124,175,5,4
6745,263,1069,4,1
6746,547,618,3,3
6747,494,200,2,2
6748,575,380,3,4
6749,39,269,3,3
6750,532,1027,2,1
6751,292,47,5,1
6752,384,510,4,1
6753,317,863,2,4
6754,509,357,1,4
6755,467,18,4,3
6756,386,531,3,1
6757,441,55,5,1
6758,264,292,4,1
6759,278,40,2,2
6760,448,178,4,5
6761,560,615,3,5
6762,80,404,3,1
6763,86,426,4,3
6764,0,196,5,3
6765,36,230,2,3
6766,436,115,3,5
6767,495,479,3,4
6768,377,628,5,1
6769,473,417,3,2
6770,594,1263,2,1
6771,307,731,4,3
6772,221,374,1,3
6773,28,878,3,2
6774,285,39,4,1
6775,302,1425,2,2
6776,160,132,2,5
6777,397,518,4,4
6778,408,1592,4,1
6779,262,514,5,2
6780,278,11,2,3
6781,391,1257,1,5
6782,568,49,5,3
6783,455,695,3,3
6784,497,49,4,3
6785,505,771,1,4
6786,440,116,4,5
6787,81,429,5,4
6788,384,656,4,5
6789,473,379,4,2
6790,262,131,5,4
6791,266,61,3,1
6792,455,507,4,5
6793,405,572,3,4
6794,107,293,4,5
6795,62,590,3,5
6796,222,332,4,1
6797,121,10,1,3
6798,356,471,3,3
6799,84,457,3,5
6800,421,200,4,2
6801,106,285,2,2
6802,560,457,4,2
6803,298,301,4,3
6804,193,658,4,4
6805,591,1622,4,3
6806,520,32,4,4
6807,317,891,3,3
6808,242,85,5,4
6809,12,791,5,1
6810,558,513,4,1
6811,62,281,1,4
6812,591,1314,2,4
6813,497,339,2,3
6814,502,1193,5,3
6815,304,198,4,2
6816,536,647,4,5
6817,157,743,4,3
6818,285,1287,4,4
6819,535,198,3,2
6820,492,190,4,1
6821,494,464,5,4
6822,415,312,5,2
6823,84,509,4,3
6824,313,66,4,3
6825,553,227,5,4
6826,254,146,4,1
6827,362,0,2,5
6828,536,1104,1,1
6829,592,210,4,3
6830,558,293,1,1
6831,45,49,4,4
6832,117,97,5,4
6833,422,627,4,5
6834,591,287,5,5
6835,101,126,2,5
6836,329,738,5,4
6837,450,1025,1,3
6838,505,32,3,3
6839,399,305,3,1
6840,554,1053,3,5
6841,377,691,4,4
6842,144,562,3,3
6843,284,345,4,1
6844,377,516,3,1
6845,404,585,4,5
6846,551,741,4,1
6847,6,236,5,5
6848,518,907,5,5
6849,522,284,5,2
6850,19,356,1,2
6851,160,472,1,5
6852,406,482,4,1
6853,200,180,2,5
6854,401,475,3,1
6855,236,179,4,1
6856,576,217,3,2
6857,553,541,3,2
6858,449,53,4,3
6859,242,731,4,4
6860,383,332,4,1
6861,532,461,2,5
6862,317,84,3,3
6863,587,431,4,1
6864,513,41,5,2
6865,560,64,3,1
6866,497,58,4,1
6867,84,663,4,5
6868,310,71,4,4
6869,200,664,2,1
6870,478,194,4,2
6871,600,833,1,4
6872,135,274,4,3
6873,217,1072,5,2
6874,61,289,3,2
6875,524,275,5,3
6876,454,264,4,3
6877,469,812,3,2
6878,119,236,3,5
6879,602,172,4,5
6880,150,210,5,1
6881,220,762,4,2
6882,391,247,4,1
6883,584,112,3,3
6884,275,238,4,2
6885,607,489,4,5
6886,337,649,5,1
6887,326,99,4,2
6888,282,819,4,5
6889,302,422,4,3
6890,402,1046,2,4
6891,292,355,3,3
6892,560,1073,3,5
6893,547,322,4,3
6894,527,81,4,5
6895,316,354,4,5
6896,0,267,5,1
6897,536,59,3,4
6898,174,507,1,5
6899,206,683,3,3
6900,360,257,3,5
6901,359,99,5,1
6902,469,136,3,4
6903,404,390,1,2
6904,458,14,4,4
6905,409,257,2,4
6906,588,288,3,4
6907,261,124,3,4
6908,560,1119,4,3
6909,518,298,5,4
6910,58,146,5,1
6911,599,1227,2,3
6912,591,407,5,1
6913,428,273,3,5
6914,324,113,5,4
6915,0,33,2,1
6916,454,446,4,1
6917,560,317,3,2
6918,192,1167,4,4
6919,600,418,4,1
6920,565,650,4,1
6921,467,427,4,3
6922,117,602,4,1
6923,373,392,4,1
6924,523,473,4,1
6925,436,729,3,3
6926,552,264,5,1
6927,369,677,4,2
6928,362,589,3,2
6929,57,268,4,5
6930,180,1371,1,1
6931,221,641,3,5
6932,197,54,3,2
6933,360,97,5,4
6934,175,221,5,5
6935,17,94,4,4
6936,180,103,1,4
6937,560,41,3,2
6938,503,256,5,1
6939,606,528,4,2
6940,461,320,5,2
6941,61,195,4,3
6942,183,1116,2,2
6943,320,653,4,2
6944,324,114,3,1
6945,502,155,1,4
6946,71,475,4,3
6947,180,92,1,4
6948,48,402,3,4
6949,326,116,3,4
6950,392,820,3,3
6951,331,404,4,4
6952,487,522,3,2
6953,565,754,2,2
6954,610,299,5,2
6955,492,175,5,5
6956,129,402,5,1
6957,280,293,3,4
6958,501,332,4,5
6959,48,97,4,5
6960,593,743,3,3
6961,269,163,5,3
6962,345,324,1,3
6963,387,568,5,3
6964,439,581,3,1
6965,444,309,1,2
6966,482,11,2,2
6967,292,1310,3,1
6968,57,473,4,2
6969,36,545,3,5
6970,220,95,5,2
6971,499,516,4,4
6972,542,128,4,4
6973,71,1,3,2
6974,160,482,3,4
6975,292,232,2,2
6976,392,950,3,2
6977,564,639,4,2
6978,375,267,3,2
6979,295,250,5,3
6980,311,504,5,4
6981,593,221,4,1
6982,67,120,1,1
6983,531,265,4,2
6984,520,249,3,3
6985,561,719,4,3
6986,177,534,3,4
6987,428,678,4,5
6988,212,283,5,5
6989,312,152,3,4
6990,617,99,4,1
6991,333,323,4,5
6992,614,516,5,1
6993,249,152,2,3
6994,94,70,5,4
6995,25,221,3,2
6996,360,656,5,5
6997,599,553,4,2
6998,333,97,4,1
6999,576,442,4,4
7000,408,97,5,3
7001,380,216,2,2
7002,58,392,2,1
7003,398,337,1,1
7004,94,538,4,3
7005,617,366,3,2
7006,217,38,2,4
7007,436,1147,4,1
7008,177,1032,2,2
7009,206,741,4,1
7010,598,872,5,4
7011,144,815,5,5
7012,550,691,4,3
7013,279,1472,3,5
7014,12,564,1,2
7015,220,565,3,2
7016,485,1133,3,5
7017,2,328,4,5
7018,576,39,4,3
7019,196,10,1,2
7020,513,714,4,5
7021,483,664,4,5
7022,449,1401,2,1
7023,522,793,4,3
7024,346,96,4,1
7025,361,349,5,5
7026,415,374,1,2
7027,384,1130,3,4
7028,113,484,3,2
7029,570,495,3,3
7030,558,3,4,1
7031,194,876,3,2
7032,324,189,4,1
7033,535,233,4,3
7034,317,300,4,2
7035,617,27,4,3
7036,549,845,2,4
7037,424,1418,3,2
7038,329,650,5,5
7039,327,148,2,1
7040,616,859,1,3
7041,302,333,3,2
7042,428,57,4,3
7043,238,149,5,2
7044,406,558,3,1
7045,560,639,5,4
7046,451,7,4,3
7047,531,894,3,3
7048,535,723,4,5
7049,613,24,1,5
7050,415,936,2,3
7051,362,574,1,3
7052,149,318,4,4
7053,485,281,2,5
7054,377,574,3,4
7055,532,691,4,3
7056,449,413,3,2
7057,398,737,4,5
7058,372,747,4,1
7059,558,314,5,3
7060,621,1,4,2
7061,620,403,3,1
7062,576,364,5,4
7063,275,738,2,2
7064,302,169,5,3
7065,221,325,4,2
7066,449,339,4,5
7067,478,175,4,3
7068,533,455,5,3
7069,22,154,3,1
7070,5,185,4,3
7071,574,172,5,3
7072,296,0,3,3
7073,620,566,3,2
7074,302,1510,3,1
7075,358,747,3,5
7076,495,658,3,2
7077,12,687,1,3
7078,47,478,4,3
7079,392,721,2,1
7080,473,120,4,4
7081,475,889,1,2
7082,485,459,4,1
7083,275,30,4,1
7084,427,343,3,1
7085,118,347,3,2
7086,108,173,5,2
7087,219,994,3,1
7088,544,567,3,5
7089,406,96,4,1
7090,217,54,4,2
7091,275,770,2,4
7092,180,1244,1,5
7093,12,182,4,2
7094,404,1567,1,5
7095,347,117,4,2
7096,531,37,3,2
7097,113,482,4,3
7098,333,327,3,3
7099,591,156,5,3
7100,535,228,4,5
7101,452,156,4,5
7102,614,1020,5,4
7103,614,885,2,1
7104,196,525,5,4
7105,10,179,2,4
7106,377,484,4,2
7107,392,282,3,1
7108,533,289,4,5
7109,200,671,2,5
7110,421,306,4,4
7111,298,646,4,2
7112,159,14,2,4
7113,75,357,2,1
7114,296,190,3,2
7115,311,1515,4,1
7116,207,370,5,3
7117,357,581,5,3
7118,550,718,1,4
7119,279,12,5,1
7120,184,204,3,4
7121,536,420,2,4
7122,120,741,5,1
7123,505,299,3,2
7124,335,69,5,4
7125,282,150,4,5
7126,296,1072,3,3
7127,127,1220,3,2
7128,479,113,4,2
7129,445,285,3,5
7130,620,541,2,5
7131,214,217,3,4
7132,333,286,3,4
7133,499,42,3,2
7134,547,280,4,5
7135,278,1058,4,5
7136,94,143,5,3
7137,200,1044,2,1
7138,616,564,4,2
7139,416,166,3,4
7140,254,833,4,3
7141,451,1402,1,3
7142,109,293,3,1
7143,151,631,4,3
7144,473,275,5,4
7145,384,1120,4,2
7146,403,878,3,5
7147,497,932,3,1
7148,245,131,4,3
7149,498,7,5,3
7150,84,475,3,5
7151,233,608,3,4
7152,188,316,4,1
7153,607,275,2,4
7154,474,312,2,3
7155,386,319,4,3
7156,457,303,4,3
7157,56,1072,3,4
7158,83,545,3,3
7159,441,671,3,1
7160,599,582,3,3
7161,129,61,4,2
7162,566,918,4,5
7163,454,626,3,4
7164,31,8,3,3
7165,271,422,4,3
7166,379,1064,4,5
7167,623,277,4,5
7168,233,645,3,3
7169,568,301,4,4
7170,53,254,3,5
7171,12,732,5,2
7172,605,209,3,4
7173,605,762,5,4
7174,416,263,2,1
7175,434,716,3,2
7176,480,779,1,1
7177,482,19,2,5
7178,470,500,3,5
7179,278,1214,2,2
7180,561,417,5,3
7181,553,950,3,3
7182,591,317,5,2
7183,199,42,3,5
7184,487,171,3,4
7185,568,675,4,2
7186,615,299,4,1
7187,536,1018,1,2
7188,103,2,3,4
7189,187,120,4,3
7190,41,282,3,2
7191,199,422,5,2
7192,429,55,4,5
7193,234,691,4,1
7194,535,188,5,1
7195,482,106,3,4
7196,576,844,4,5
7197,199,140,4,2
7198,523,1455,3,4
7199,620,832,3,2
7200,383,750,4,1
7201,243,49,5,1
7202,12,426,5,2
7203,536,193,3,3
7204,576,931,3,1
7205,581,825,3,4
7206,215,788,5,2
7207,416,95,3,4
7208,372,1132,3,2
7209,560,91,3,5
7210,616,293,1,4
7211,143,587,4,4
7212,621,283,1,5
7213,449,221,3,3
7214,430,326,3,1
7215,449,646,4,1
7216,346,654,5,5
7217,86,476,3,3
7218,532,192,4,2
7219,478,209,4,5
7220,523,612,4,3
7221,432,339,3,3
7222,455,602,5,4
7223,559,257,5,1
7224,436,50,1,2
7225,515,901,5,1
7226,408,212,4,3
7227,560,596,3,1
7228,607,161,3,5
7229,342,89,4,5
7230,591,424,5,4
7231,531,830,2,3
7232,150,429,4,5
7233,552,150,5,5
7234,607,418,4,4
7235,23,199,5,2
7236,478,178,1,3
7237,6,323,1,3
7238,296,248,3,3
7239,456,530,5,2
